category,text,predicted_category_llama3,predicted_category_llama3:70b,predicted_category_mixtral,predicted_category_gpt-3.5-turbo,correct_category
politics,ban on hunting comes into force fox hunting with dogs is now illegal in england and wales after a ban on the activity came into force overnight.  the law faces a stiff test this weekend  with the countryside alliance saying many hunts will be out in force. chief police officers spokesman nigel yeo said he expected most people would obey the law - by drag hunting or chasing foxes then shooting them. he said police would challenge the  one of two isolated hunts  which are threatening to break the law.  but simon hart of the countryside alliance has questioned how police will ensure there are no violations.  the definitions of legal and illegal hunting are so blurred that the police are being asked to make impossible judgements.  you can hunt a rat  but not a mouse  a rabbit but not a hare  an artificial scent  but not a real one   he said.  the attorney general  lord goldsmith  has so far issued no instructions to police on how they should deal with hunters who violate the law. he said he will consult the director of public prosecutions and the police  in the near future  to decide what measures to take with regards to hunting prosecutions. he has rejected a  blanket policy  of not enforcing the ban until the house of lords has considered its legality. john cooper  a barrister and chairman of the league against cruel sports  said the anti-hunting lobby expects the authorities to prosecute wherever there is clear evidence of illegal hunting practices. he said police had  acknowledged their duty to investigate allegations of hunting offences .  the beaufort hunt had one pack out on thursday and has promised a hunt this weekend. under the new law hunters have a number of legal options available to them.  as well as being able to mount a hunt for an artificial scent  it will still be legal for the hunts to  flush out  foxes  as long as they shoot their quarry rather than set the hounds on them.  we are not going away. we will keep these hounds going  we will keep this community going and in the end we will come back and hunt when hunting is legal again   hunt master  captain ian farquhar  said. but tony banks  labour mp for west ham  said the issue would soon disappear  and that  people in a few years time will be wondering what it was all about . he said had the government not prevaricated since 1997 in introducing the ban  hunting with dogs would have passed into history like other former country pursuits such as otter hunting and badger baiting.  let the election decide this because the conservatives have made clear that if they get elected into government they will restore hunting   he said.,sport,politics,sport,politics,politics
politics,labour attacked on howard poster labour has been accused of using anti-semitic images in posters which critics claim depict tory leader michael howard as fagin.  the poster shows mr howard hypnotising people with a pocket watch  saying:  i can spend the same money twice.  the image prompted concern from the editor of the jewish chronicle but labour insists it is simply anti-tory. labour later took the image off its website  saying an alternative idea had proved more popular with party members. the party will now use focus groups to test a poster showing mr howard and shadow chancellor oliver letwin with a blackboard reading:  2+2=5 .  the hypnotism poster has been compared to the portrayal of the dickens character fagin in the stage version of the musical oliver! there was controversy over another poster choice offered to labour members. it showed mr howard and mr letwin - who are both jewish - as flying pigs. mr howard did not comment on the anti-semitism claims when asked about the poster on monday. instead  he pointed to how tony blair had in 1997 complained about  personalised abusive campaigning . mr howard told greater manchester radio:  it is such a pity that mr blair doesn t practise what he preaches.   jewish chronicle editor ned temko said there had been a mixed reaction to the first poster but e-mails from jewish chronicle readers showed deeper concern about the hypnotism image.  shylock and fagin are inextricably linked to notions of centuries-old prejudice   he told bbc radio 4 s world at one.  whatever the idea is  i think it s a difficult exercise to use images like that and to argue that you can divorce them from their historical context or meaning.  mr temko said he blamed  cock-up not conspiracy   saying he did not detect inherent anti-semitism in any of the parties  election campaigns.  the poster is among one of a series of ideas shown to labour members  who have been asked to choose which one should be used ahead of the election. labour mp louise ellman said the hypnotism image was insensitive but urged people not to rush to call things anti-semitic when they only challenged tory economic policies. labour campaign spokesman fraser kemp said the poster had been misunderstood. the image simply portrayed mr howard as a hypnotist  he argued.  concern has been expressed and clearly we have to take those views on board but i would emphasise that if you see the posters  the common theme... is that the tories are trying to con you.  a labour spokesman later said the timing of removing the controversial image from the party s website was not affected by the row.  this has been up on the website for two weeks and there has only been a fuss in the last four days so a substantial number of people voted before there was any fuss   he said. but a conservative spokeswoman said:  this poster campaign - which was offensive to many people - was a big misjudgement by labour s campaign team.,politics,politics,politics,politics,politics
business,troubled marsh under sec scrutiny the us stock market regulator is investigating troubled insurance broker marsh & mclennan s shareholder transactions  the firm has said.  the securities and exchange commission has asked for information about transactions involving holders of 5% or more of the firm s shares. marsh has said it is co-operating fully with the sec investigation. marsh is also the focus of an inquiry the new york attorney-general into whether insurers rigged the market. since that inquiry was launched in october  marsh has replaced its chief executive and held a boardroom shake-out to meet criticism by lessening the number of company executives on the board. prosecutors allege that marsh - the world s biggest insurance broker - and other us insurance firms may have fixed bids for corporate cover. this is the issue at the heart of the inquiry by new york s top law officer  eliot spitzer  and a separate prosecution of five insurers by the state of california. the sec s investigation into so-called related party transactions includes dealings in the trident funds  managed by mmc capital  the company s private equity firm. marsh s new chief executive  michael cherkasky  is trying to negotiate a settlement with mr spitzer. mr spitzer has built up a reputation as a fierce critic and campaigner against corporate america s misdeeds.  the uncertainty unleashed by the scandal has prompted three credit rating agencies - standard & poor s  moody s and fitch - to downgrade marsh in recent weeks. according to the financial times  insurance analysts are now questioning whether marsh will be able to maintain its strong record of earning growth as they draw up forecasts for the first quarter of next year. doubts also exist over how much the company may have to pay regulators and lawyers to put the scandal behind.,business,business,business,business,business
entertainment,neeson in bid to revive theatre hollywood film star liam neeson has held a dinner party in new york to promote belfast s lyric theatre.  the ballymena-born actor said that the theatre on ridgeway street was in a  very dilapidated condition . lyric chairman david johnston has said that rebuilding the theatre  at a cost of £8m is the only answer. mr neeson said that the idea was to get a bunch of  healthy  wealthy irish americans  in one room and ask them to help with fundraising.  the oscar-nominated actor  whose films include schindler s list  michael collins and star wars: the phantom menace  said:  the lyric is too important to the cultural and social life of northern ireland for this building to crumble and fall apart.  it gave me a start professionally. mary o malley  the founder of the theatre  gave me my future.  in those days  in the mid-70s  when i was there  we were doing a play every four weeks.  belfast was not a pretty town to be living in.  there was serious trouble  as you know  but this theatre was like a belisha beacon of light and hope six nights a week  doing everything from shakespeare to yeats to o casey with a group of actors and actresses that affected me very deeply and still do.  the lyric began 50 years ago but the doors opened at its present site on the stranmillis embankment overlooking the river lagan in 1968.  as well as liam neeson  it also launched the careers of adrian dunbar and stephen rea and playwrights such as martin lynch and gary mitchell. speaking to bbc northern ireland before the event at new york s soho house  mr neeson said that his spirit belonged to the glens of antrim. and he said that there was one figure from his childhood that he would love to portray on the big screen - ian paisley. he said that the dup leader and preacher was a  very dynamic  extraordinary figure . neeson used to listen to his sermons on a friday night in ballymena. he said:  what an orator. he was from that old school of bible-thumping righteousness. but it was so dramatic. i found him very powerful.  i d love to get a chance to play him some time.,entertainment,entertainment,entertainment,entertainment,entertainment
business,qwest may spark mci bidding war us phone company qwest has said it will table a new offer for mci after losing out to larger rival verizon  setting the scene for a possible bidding war.  mci accepted a $6.75bn (£3.6bn) buyout from telecoms giant verizon on monday  rejecting a higher offer from qwest. qwest chairman richard notebaert sent a letter to mci s board on thursday saying that it plans to submit a new offer after examining verizon s bid. formerly known as worldcom  mci is a long-distance and corporate phone firm. snapping up mci would give the buyer access to a global telecommunications network and a large number of business-based subscribers. shares of mci were up more than 4% in electronic trading after the close of new york markets.  qwest said on wednesday that mci had rejected a deal worth $8bn.  we would like to advise you that once we have completed our review of the verizon merger agreement  we do intend to submit a modified offer to acquire mci   the letter from qwest said. verizon s offer is made up of cash  shares and dividends  and a number of investors have said that it undervalues mci. verizon plans to swap 0.41 of its shares and $1.50 in cash for each mci share  as well as offering special dividends of $4.50 a share. both company boards have backed the deal  but regulators will still need to give their approval. as well as trying to lure investors with the promise of better returns  qwest also reckons that its offer will face less regulatory scrutiny than verizon s.  the takeover would be the fifth billion-dollar telecoms deal since october as companies look to cut costs and boost client bases. earlier this month  sbc communications agreed to buy its former parent and phone trailblazer at&t for about $16bn. there may be concerns other than cash  however  especially as mci only emerged from bankruptcy protection last april. verizon is far bigger than qwest  has fewer debts and has built a successful mobile division. also  mci  while trading under the name worldcom  became the biggest corporate bankruptcy in us history after admitting that it illegally booked expenses and inflated profits. former worldcom boss bernie ebbers is currently standing trial  accused of overseeing an $11bn fraud. qwest  meanwhile  had to pay the securities and exchange commission $250m in october to settle charges that it massaged earnings to keep wall street happy.,business,business,business,business,business
business,profits slide at india s dr reddy profits at indian drugmaker dr reddy s fell 93% as research costs rose and sales flagged.  the firm said its profits were 40m rupees ($915 000; £486 000) for the three months to december on sales which fell 8% to 4.7bn rupees. dr reddy s has built its reputation on producing generic versions of big-name pharmaceutical products. but competition has intensified and the firm and the company is short on new product launches. the most recent was the annoucement in december 2000 that it had won exclusive marketing rights for a generic version of the famous anti-depressant prozac from its maker  eli lilly. it also lost a key court case in march 2004  banning it from selling a version of pfizer s popular hypertension drug norvasc in the us. research and development of new drugs is continuing apace  with r&d spending rising 37% to 705m rupees - a key cause of the decrease in profits alongside the fall in sales. patents on a number of well-known products are due to run out in the near future  representing an opportunity for dr reddy  whose shares are listed in new york  and other indian generics manufacturers.  sales in dr reddy s generics business fell 8.6% to 966m rupees. another staple of the the firm s business  the sale of ingredients for drugs  also performed poorly. sales were down more than 25% from the previous year to 1.4bn rupees in the face of strong competition both at home  and in the us and europe. dr reddy s indian competitors are gathering strength although they too face heavy competitive pressures.,business,business,business,business,business
sport,leeds v saracens (fri) headingley  friday  25 february  2000 gmt  the tykes have brought in newcastle prop ed kalman and tom mcgee from the borders on loan while fly-half craig mcmullen has joined from narbonne. raphael ibanez is named at hooker for saracens in one of four changes. simon raiwalui and ben russell are also selected in the pack while kevin sorrell comes in at outside centre.  - friday s game at headingley got the go-ahead on friday after passing an early pitch inspection. leeds: balshaw; rees  christophers  bell  doherty; mcmullen  dickens; mcgee  rawlinson  gerber; murphy  palmer (capt)  morgan  parks  popham. replacements: kalman  regan  hyde  rigney  mcmillan  rock  vickerman. saracens: bartholomeusz; castaignede  sorrell  harris  vaikona; jackson  bracken; yates  ibanez  visagie; raiwalui  fullarton; randell  russell  vyvyan (capt). replacements: cairns  lloyd  broster  chesney  johnston  rauluni  little.,sport,sport,sport,sport,sport
sport,almagro continues spanish surge unseeded nicolas almagro became the fifth spaniard to reach the last eight at the buenos aires open  ousting eighth seed mariano zabaleta.  he showed admirable resolve to win a rain-affected match 6-7 6-4 6-4. compatriot and seventh seed rafael nadal also reached the last eight  beating italian potito starace 6-1 6-3. nadal  playing in the outdoor clay event for the first time  hit some powerful forehands to oust starace in a match delayed over an hour by rain.  it s always a problem to have to stop for rain but one gets used to it   said spanish teenager nadal.  luckily  i was able to keep my pace going throughout the match.  he will now play gaston gaudio  who beat unseeded brazilian flavio saretta 6-3 6-2 in the day s late match.,sport,sport,sport,sport,sport
entertainment,prince crowned  top music earner  prince earned more than any other pop star in 2004  beating artists such madonna and elton john in us magazine rolling stone s annual list.  the singer banked $56.5m (£30.4m) from concerts  album and publishing sales with his musicology tour and album. he kept madonna in second place  as she earned $54.9m (£29.5m) while embarking on her global re-invention tour. veterans simon and garfunkel were in 10th place  their comeback tour helping them earn $24.9m (£13.4m) last year.   prince returned to centre stage after a decade in the commercial wilderness   the magazine reported. the singer s 2004 tour took $90.3m (£48.5m) in ticket sales and he sold 1.9 million copies of his latest album musicology.  although she grossed more than prince last year  madonna remained in second place because of the  monumental  production costs of her tour. heavy metal band metallica s madly in anger with the world tour helped push their 2004 earnings up to $43.1m (£23.1m). they were ahead of sir elton john  who took fourth place and almost $42.7m (£23m) from performances including a debut on the las vegas strip. other seasoned performers in the list included rod stewart  whose sold-out shows and third volume of the great american songbook covers album helped net him £35m (£19m). the highest-ranking rap act in the list was 50 cent  who at number 19 took $24m (£13m) to the bank.,entertainment,entertainment,entertainment,entertainment,entertainment
entertainment,sky takes over oscar night mantle sky has signed a major new deal to broadcast this year s academy awards  taking over from three years of live oscar coverage on the bbc.  sky said it was  honoured to have won exclusive broadcasting rights  and promised to cover the event  in a way no other broadcaster could . the bbc denied it had lost a bidding war  saying it had  decided to pass the mantle to another broadcaster . the ceremony  hosted by newcomer chris rock  takes place on 27 february 2005.  sky s coverage will launch with the nominations on 25 january and will include themed programming across sky channels including sky news  sky travel and the biography channel. there will also be a month-long season of oscar-winning films on sky movies in the run up to the event and live uninterrupted coverage on the night.  we are honoured to have won the live and exclusive broadcasting rights for the academy awards   said sky networks  sophie turner laing.  sky is the natural place to see the biggest and most prestigious film event of the year  and will cover the event in a way that no other broadcaster could.   sky first scooped oscar rights from the bbc in 1999  but the bbc won them back in 2001 when sky was forced to pull out of a bidding war due to financial constraints.  bbc viewers will of course be able to watch quality coverage of the 2005 academy awards on the bbc s bulletins and news programmes   a spokesman said. among the films tipped to do well at this year s academy awards are martin scorsese s the aviator  jean-pierre jeunet s a very long engagement and the ray charles biopic  ray.,entertainment,entertainment,sport,entertainment,entertainment
tech,broadband in the uk growing fast high-speed net connections in the uk are proving more popular than ever.  bt reports that more people signed up for broadband in the last three months than in any other quarter. the 600 000 connections take the total number of people in the uk signing up for broadband from bt to almost 3.3 million. nationally more than 5 million browse the net via broadband. britain now has among the highest number of broadband connections throughout the whole of europe.  according to figures gathered by industry watchdog  ofcom  the growth means that the uk has now surpassed germany in terms of broadband users per 100 people. the uk total of 5.3 million translates into 7.5 connections per 100 people  compared to 6.7 in germany and 15.8 in the netherlands. the numbers of people signing up to broadband include those that get their service direct from bt or via the many companies that re-sell bt lines under their own name. part of the surge in people signing up was due to bt stretching the reach of adsl - the uk s most widely used way of getting broadband - beyond 6km.  asymmetric digital subscriber line technology lets ordinary copper phone lines support high data speeds. the standard speed is 512kbps  though faster connections are available.  this breakthrough led to a dramatic increase in orders as we were suddenly able to satisfy the pent-up demand that existed in many areas   said paul reynolds  chief executive of bt wholesale which provides phone lines that other firms re-sell. bt retail  which sells net services under its own name  also had a good quarter and provided about 30% of the new broadband customers. this was a slight increase on the previous three months. despite the good news about growth in broadband  figures from telecommunications regulator ofcom show that bt faces increasing competition  and dwindling influence  in other sectors. local loop unbundling  (llu)  in which bt rivals install their hardware in exchanges and take over the line to a customer s home or office  is growing steadily. cable & wireless and ntl have announced that they are investing millions to start offering llu services. by the end of september more than 4.2 million phone lines were using so-called carrier pre-section (cps) services  such as talktalk and one.tel  which route phone calls across non-bt networks from a local exchange. there are now more than 300 different firms offering cps services and the percentage of people using bt lines for voice calls has shrunk to 55.4%.,tech,tech,tech,tech,tech
tech,digital guru floats sub-$100 pc nicholas negroponte  chairman and founder of mit s media labs  says he is developing a laptop pc that will go on sale for less than $100 (£53).  he told the bbc world service programme go digital he hoped it would become an education tool in developing countries. he said one laptop per child could be   very important to the development of not just that child but now the whole family  village and neighbourhood . he said the child could use the laptop like a text book. he described the device as a stripped down laptop  which would run a linux-based operating system   we have to get the display down to below $20  to do this we need to rear project the image rather than using an ordinary flat panel.   the second trick is to get rid of the fat   if you can skinny it down you can gain speed and the ability to use smaller processors and slower memory.  the device will probably be exported as a kit of parts to be assembled locally to keep costs down. mr negroponte said this was a not for profit venture  though he recognised that the manufacturers of the components would be making money. in 1995 mr negroponte published the bestselling being digital  now widely seen as predicting the digital age. the concept is based on experiments in the us state of maine  where children were given laptop computers to take home and do their work on.  while the idea was popular amongst the children  it initially received some resistance from the teachers and there were problems with laptops getting broken. however  mr negroponte has adapted the idea to his own work in cambodia where he set up two schools together with his wife and gave the children laptops.  we put in 25 laptops three years ago   only one has been broken  the kids cherish these things  it s also a tv a telephone and a games machine  not just a textbook.  mr negroponte wants the laptops to become more common than mobile phones but conceded this was ambitious.  nokia make 200 million cell phones a year  so for us to claim we re going to make 200 million laptops is a big number  but we re not talking about doing it in three or five years  we re talking about months.  he plans to be distributing them by the end of 2006 and is already in discussion with the chinese education ministry who are expected to make a large order.  in china they spend $17 per child per year on textbooks. that s for five or six years  so if we can distribute and sell laptops in quantities of one million or more to ministries of education that s cheaper and the marketing overheads go away.,tech,tech,tech,tech,tech
business,dutch bank to lay off 2 850 staff abn amro  the netherlands  largest bank  is to cut 2 850 jobs as a result of falling profits.  the cuts - amounting to 3% of the bank s workforce - will result in a one-off charge of 790m euros ($1.1bn). about 1 100 jobs will go in investment banking while 1 200 and 550 will go in it and human resources respectively. abn amro is the third large european bank to announce cutbacks in the past month following deutsche bank and credit suisse group.  its profitability has been hit by a fall in mortgage lending in the united states - the bank s largest single market - following recent interest rate rises. abn amro s operations in the netherlands and the united kingdom will be hardest hit. jobs will also be lost in the us - which accounted for 46% of profit in the first half of 2004 - and across its operations in the americas and asia-pacific regions.  the restructuring is designed to improve efficiency by reducing administrative costs and increasing focus on client service. the bank said it was on course for a 10% rise in net income this year but operating profits are set to fall because of a fall in us revenues. abn amro currently has more than 100 000 staff.  to get any profit growth in the coming years  they will have to lower costs  so shedding jobs makes total sense   ivo geijsen  an analyst with bank oyens & van eeghen  told bloomberg. europe s leading banks seem set for a period of retrenchment. deutsche bank said earlier this month it would reduce its german workforce by 1 920 while as many as 300 jobs will be lost at credit suisse first boston.,business,business,business,business,business
business,air china in $1bn london listing china s national airline is to make its overseas stock market debut with a dual listing in london and hong kong  the london stock exchange (lse) has said.  air china plans to raise $1bn (£514m) from the flotation. share trading will begin on 15 december  the lse said. for china s aviation authorities  the listing is part of the modernisation of its airline sector to cope with soaring demand for air travel. no further details of the share price or number of shares were given.  the lse has been working hard to woo chinese companies to choose london  rather than new york for their listings. it opened an asia-pacific office in hong kong last month.  we are delighted that air china has chosen london for its listing outside china   said lse chief executive clara furse.  the london stock exchange offers ambitious chinese companies access to the world s most international equity market combined with high regulatory and corporate governance standards   she said. a spokesman for the lse said:  we ve been engaged with them (air china) for about 18 months  two years now.  as part of its pitch to bring listings to london  the lse is thought to be highlighting the extra costs and red-tape imposed by new us laws passed since the enron scandal  whilst stressing london s strong regulatory environment.  germany s chancellor gerhard schroeder began a three-day visit to beijing on monday by signing a deal worth 1bn euros ($1.3bn; £690m) for airbus to sell 23 new planes to air china  the deutsche welle radio station reported. china s booming economy has created huge demand for air travel among middle-class chinese  turning the country into a sales battleground between rival plane makers airbus and boeing. air china s long-awaited flotation is part of a strategy to modernise a dozen state-owned carriers  which have been reorganised into three groups under air china  china southern and china eastern. merrill lynch are sole bookrunners for air china s flotation  which will take the form of a share placing with institutional investors in london  though retail investors may be able to buy air china shares in hong kong. air china s primary listing will be in hong kong  with a secondary listing in london. the shares will be denominated in hong kong dollars. however  investors may be wary of chinese stocks. the collapse last week of china aviation oil  the singapore-listed arm of a chinese jet fuel trader  has cast the spotlight on corporate governance shortcomings at chinese firms.,business,business,business,business,business
sport,dundee utd 4-1 aberdeen dundee united eased into the semi-final of the scottish cup with an emphatic win over aberdeen.  alan archibald prodded united ahead in 19 minutes and james grady made it two from close range 10 minutes later. richie byrne s header gave aberdeen a way back into the game  but stevie crawford restored united s lead from 18 yards before half time. the scoring was completed by grady just after the break - a superb shot on the turn making it 4-1. tony bullock in the united goal was called into action for the first time with just over a quarter-of-an-hour on the clock. noel whelan laid the ball off to jamie winter on the edge of the box  but his first-time effort was gathered by the united keeper. moments later though  the home side took the lead. barry robson whipped in a free kick from the right  which stevie crawford caught on the volley. russell anderson failed to deal with it and whelan s clearance off the line landed kindly at the feet of archibald  who poked the ball into the net. united doubled their lead after 29 minutes when grady tapped the ball into an empty net after robson had headed mark wilson s cross off the angle of post and bar. but only three minutes later aberdeen clawed their way back into the match. a free kick from the left by winter was met powerfully by the head of byrne at the back post  leaving bullock helpless.  united restored their two-goal lead four minutes before the end of a highly entertaining first half. jason scotland played a perfectly-weighted pass into the path of the onrushing crawford and he coolly beat ryan esson from 18 yards. united ended the game as a contest just two minutes after the interval. grady received a pass from crawford with his back to goal on the edge of the box and after taking one touch  he spun to volley the ball past the despairing dive of esson. the home side were in complete control and it required a good stop from esson to keep out robson s drive after 62 minutes. the keeper denied the same player again 10 minutes later  beating away his fierce shot from the left of the penalty area. robson saw another long-range effort tipped round the post before a cute lob was headed off the line.  bullock  duff  wilson  ritchie  archibald  scotland (samuel 63)  brebner  kerr (cameron 87)  robson  crawford  grady.  colgan  dodds  kenneth.  brebner.  archibald 19  grady 29  crawford 41  grady 47.  esson  hart  anderson  diamond  byrne (morrison 75)  mcnaughton  heikkinen (foster 27)  winter  clark (stewart 51)  mackie  whelan.  blanchard  mcguire.  : anderson  diamond.  byrne 33.  8 661  k clark,sport,sport,sport,sport,sport
sport,o leary agrees new villa contract aston villa boss david o leary signed a three-and-a-half year contract extension on thursday  securing his future at the club until summer 2008.  o leary s future was in question  but villa chairman doug ellis said he was happy to secure the deal.  david s record since his arrival in 2003 is excellent and he shares the board s amibitions in taking this club forward   he told villa s website.  for this reason it was important we got this right.  o leary put pen to paper after deals were sorted for his right-hand men roy aitken and steve mcgregor.  it was important to me roy and steve  an integral part of my team  should stay for the same time   o leary said on thursday ahead of signing his new deal.  someone has to try and put aston villa back where they should belong and i m up for the challenge. earlier in december  there were rumours o leary would quit if he is not offered a new deal before the end of the season.  but he denied that  saying he was happy to take on the challenge of improving villa s fortunes in the long term.  i want to make sure by the end of the five years i would have been in charge that villa are achieving top six finishes in the premiership on a regular basis   said o leary  who took over at villa park in may 2003.  but to achieve that  and take the next step forward  we do need to bring in quality players.  i would like a couple next month if at all possible to set us on the way.  meanwhile  o leary has rapped skipper olof mellberg for his comments before sunday s derby with birmingham.  mellberg spoke of his dislike of villa s rivals ahead of the match  which steve bruce s side won 2-1.  i ve had more than a quiet word with olof. it s been said within the whole group  not as a one-to-one   he told villa s website.  you shouldn t leave yourself open to be shot down. you shouldn t give people the chance to take cheap shots at you and he set himself up for that.,sport,sport,sport,sport,sport
entertainment,black sabbath top rock album poll black sabbath have topped a list of the best british rock albums of all time.  the band once fronted by ozzy osbourne led a poll of kerrang! magazine readers with their 1970 self-titled debut. the band have three more efforts on the list  including fifth-placed paranoid. osbourne appears more than any other act  with two solo records featured. the top five includes led zeppelin  iron maiden and sex pistols. queen  muse  manic street preachers and the clash complete the top 10. a mix of heavy metal  punk  glam rock and even dance music makes up the list. motorhead  judas priest and prodigy are included along with newer acts like the darkness and lostprophets.  kerrang! editor ashley bird said:  it s amazing to see so many incredible homegrown albums in one list  and without any of the abysmal fashion bands that currently clog up the music scene.  these are the real opinions of proper rock fans.   formed by four teenage friends in the west midlands in the late 1960s  black sabbath are one of britain s most successful heavy rock bands. their debut was a uk top 10 hit in 1970 and sold more than a million copies in the us. osbourne said the band s success in the kerrang! poll was a triumph for british rock. he said:  back then you d hear:  if you go to san francisco  be sure to wear a flower in your hair .  we lived in aston  birmingham. the only flowers i ever saw were on a gravestone in our local cemetery.  despite being disliked by many critics  black sabbath s subsequent albums included multi-million sellers but internal rows led to osbourne leaving in 1979. the band continued without osbourne  who went on to solo success but also had to battle alcoholism and legal action over his music allegedly inciting teenagers to commit suicide. he was eventually cleared of the charges. osbourne  who bit off the head of a live bat on stage in 1982  rejoined the band to play the live aid charity concert in 1985. after many changes in line-up  the original four members reunited to play live dates in 1997. black sabbath have reunited regularly in recent years while osbourne has gone on to wider fame with his family through mtv documentary series the osbournes.,entertainment,entertainment,entertainment,entertainment,entertainment
politics,lib dems  to target stamp duty  the liberal democrats are promising to raise the stamp duty threshold if they win the general election  in a bid to court first-time house buyers.  vince cable  the party s treasury spokesman  said raising the threshold to £150 000 would prevent over 400 000 home-buyers from paying the tax. he said first-time buyers were being  squeezed out  of the housing market. the labour party said the liberal democrats needed to explain how they would pay for the plan. the plan forms part of a wider lib dems policy to encourage first time buyers and those on lower incomes into the market.  under the proposals  the average saving for a new buyer would be more than £1 000  according to mr cable.  first time buyers are being squeezed out of the housing market not only by higher house prices but also by being swept into the stamp duty net   he said.  by failing to uprate the stamp duty threshold gordon brown has hit first time buyers and those on low incomes the hardest.  by pledging to increase the threshold to £150 000  the liberal democrats will make it possible for many first time buyers to buy a property without facing this tax.  paul boateng mp  labour s chief secretary to the treasury  said:  the lib dems  sums don t add up.  they can have no credibility until they can say how they would fund their ever growing list of tax and spending commitments.  mr cable will publish his  alternative budget  on monday.,business,politics,politics,politics,politics
sport,merritt close to indoor 400m mark teenager lashawn merritt ran the third fastest indoor 400m of all time at the fayetteville invitational meeting.  the world junior champion clocked 44.93 seconds to finish well clear of fellow american bershawn jackson in arkansas. only michael johnson has gone quicker  setting the world record of 44.63secs in 1995 and running 44.66secs in 1996. kenyan bernard lagat missed out on the world record by 1.45secs as he ran the third quickest indoor mile ever to beat canada s nate brannen by almost 10secs. the olympic silver medallist s time of three minutes 49.89secs was inferior only to the 1997 world record of moroccan hicham el guerrouj and former world record holder eamonn coghlan of ireland s 3:49.78. lagat was on course to break el guerrouj s record through 1200m but could not maintain the pace over the final 400m. ireland s  continued his excellent form by winning a tight 3 000m in 7:40.53. cragg  who recently defeated olympic 10 000m champion kenenisa bekele in boston  held off bekele s ethiopian colleague markos geneti by only 0.19secs to secure his victory. mark carroll  who will join cragg in the european indoor championships next month  finished a solid third in 7:46.78. olympic 200m gold medallist  of jamaica ran the fastest women s 60m in the world this year as she equalled her personal best of 7.09secs. world indoor 60m hurdles champion  also won  improving his season-leading time to 7.51secs.,sport,sport,sport,sport,sport
business,asia shares defy post-quake gloom thailand has become the first of the 10 southern asian nations battered by giant waves at the weekend to cut its economic forecast.  thailand s economy is now expected to grow by 5.7% in 2005  rather than 6% as forecast before tsunamis hit six tourist provinces. the full economic costs of the disaster remain unclear. in part  this is because of its scale  and because delivering aid and recovering the dead remain priorities. but indonesian  indian and hong kong stock markets reached record highs on wednesday  suggesting that investors do not fear a major economic impact.  the highs showed the gap in outlook between investors in large firms and individuals who have lost their livelihoods.  investors seemed to feel that some of the worst-affected areas - such as aceh in indonesia - were so under-developed that the tragedy would little impact on asia s listed companies  according to analysts.  obviously with a lot of loss of life  a lot of time is needed to clean up the mess  bury the people and find the missing. but it s not necessarily a really big thing in the economic sense   said abn amro chief asian strategist eddie wong. india s bombay stock exchange inched slightly above its previous record close on wednesday. expectations of strong corporate earnings in 2005 drove the indonesian stock exchange in jakarta to a record high on wednesday. in hong kong  the hang seng index may be benefiting in part from the potential for its listed property companies to gain from rebuilding contracts in the tsunami-affected regions of south east asia. in sri lanka  some economists have said that as much as 1% of annual growth may be lost. sri lanka s stock market has fallen about 5% since the weekend  but it is still 40% higher than at the start of 2004.  thailand may lose 30bn baht (£398m; $768m) in earnings from tourism over the next three months  according to tourism minister sontaya kunplome.  in the affected provinces  he expects the loss of tourism revenue to be offset by government reconstruction spending. thailand intends to spend a similar sum - around 30bn baht - on the rebuilding work.  it will take until the fourth quarter of next year before tourist visitors in phuket and five other provinces return to their normal level   said naris chaiyasoot  director general at the ministry s fiscal policy office. in the maldives the cost of reconstruction could wipe out economic growth  according to a government spokesman.  our nation is in peril here   said ahmed shaheed  the chief government spokesman. he estimated the economic cost of the disaster at hundreds of millions of dollars. the maldives has gross domestic product of $660m.  it won t be surprising if the cost exceeds our gdp   he said.  in the last few years  we made great progress in our standard of living - the united nations recognised this. now we see this can disappear in a few days  a few minutes.  shaheed noted that investment in a single tourist resort - the economic mainstay - could run to $40m. between 10 and 12 of the 80-odd resorts have been severely damaged  and a similar number have suffered significant damage. however  many experts  including the world bank  have pointed out that it is still difficult to assess the magnitude of the disaster and its likely economic impact.,business,business,business,business,business
politics,mps assess scots fishing industry a group of mps are on a two-day fact-finding mission to scotland to gather evidence for a report into the uk s fishing industry.  members of westminster s environment  food and rural affairs committee will be touring fish markets and talking to fish processors. they will also talk to fisheries minister ross finnie and scientists. mps are deciding whether to recommend a new system of  community quotas  to conserve fish stocks. the aim is that fishing ports like peterhead or fraserburgh would be allocated a quota and local people would decide how to fish it. the scheme is a variation on the local management committees already being established by the european union.  details are contained in a royal commission report for the uk government  along with the more controversial idea of closing some mixed fishing grounds completely. six members of the committee will be in scotland to seek views from fishermen and processors in aberdeen and peterhead. they will also speak to mr finnie  representatives of the royal society and the sea fish industry authority. committee chairman austin mitchell said some way has to be found of harvesting mixed fisheries without wasting stocks.,politics,politics,politics,politics,politics
